,daily,weekly,holiday,0,1,2,3,4,5,6,7,8,total_litter
2021-01-19,1.0,0.0,0.0,0.004347826086956522,0.2217391304347826,0.004347826086956522,0.11739130434782609,0.21304347826086956,0.013043478260869566,0.004347826086956522,0.004347826086956522,0.10869565217391304,156.0
2021-01-20,1.0,0.0,0.0,0.017391304347826087,0.16086956521739132,0.013043478260869566,0.052173913043478265,0.16086956521739132,0.004347826086956522,0.004347826086956522,0.0,0.043478260869565216,105.0
2021-01-21,1.0,0.0,0.0,0.0,0.14347826086956522,0.017391304347826087,0.0391304347826087,0.24782608695652175,0.004347826086956522,0.0,0.0,0.06086956521739131,117.0
2021-01-22,1.0,0.0,0.0,0.004347826086956522,0.41304347826086957,0.0,0.08260869565217391,0.24782608695652175,0.004347826086956522,0.004347826086956522,0.013043478260869566,0.026086956521739132,183.0
2021-01-30,1.0,1.0,1.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-02-05,1.0,0.0,0.0,0.017391304347826087,0.21739130434782608,0.008695652173913044,0.2608695652173913,0.13043478260869565,0.026086956521739132,0.017391304347826087,0.021739130434782608,0.16086956521739132,198.0
2021-02-06,1.0,1.0,1.0,0.0,0.08260869565217391,0.0,0.0782608695652174,0.14782608695652175,0.021739130434782608,0.043478260869565216,0.05652173913043478,0.23478260869565218,152.0
2021-02-09,1.0,0.0,0.0,0.017391304347826087,0.10869565217391304,0.013043478260869566,0.09565217391304348,0.3,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.1565217391304348,179.0
2021-02-10,1.0,0.0,0.0,0.0,0.12173913043478261,0.0,0.05652173913043478,0.12608695652173912,0.08260869565217391,0.06086956521739131,0.026086956521739132,0.3695652173913044,194.0
2021-02-21,1.0,0.0,0.0,0.034782608695652174,0.1391304347826087,0.008695652173913044,0.11304347826086956,0.21304347826086956,0.034782608695652174,0.034782608695652174,0.017391304347826087,0.23478260869565218,190.0
2021-02-23,1.0,0.0,0.0,0.0,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.0,0.0,0.008695652173913044,0.0,0.017391304347826087,9.0
2021-02-24,1.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.034782608695652174,0.052173913043478265,0.004347826086956522,0.0,0.004347826086956522,0.043478260869565216,37.0
2021-02-25,1.0,0.0,0.0,0.013043478260869566,0.06521739130434782,0.008695652173913044,0.14782608695652175,0.2782608695652174,0.017391304347826087,0.043478260869565216,0.08695652173913043,0.3,220.0
2021-02-26,1.0,0.0,0.0,0.09565217391304348,0.12173913043478261,0.013043478260869566,0.10434782608695653,0.46956521739130436,0.030434782608695653,0.0782608695652174,0.021739130434782608,0.43043478260869567,314.0
2021-02-27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,2.0
2021-03-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0,0.004347826086956522,0.0,0.11739130434782609,29.0
2021-03-03,1.0,0.0,0.0,0.0,0.026086956521739132,0.004347826086956522,0.043478260869565216,0.06956521739130435,0.004347826086956522,0.043478260869565216,0.026086956521739132,0.1782608695652174,91.0
2021-03-04,1.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.043478260869565216,0.0391304347826087,0.004347826086956522,0.0,0.004347826086956522,0.0391304347826087,34.0
2021-03-05,1.0,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.030434782608695653,0.0,0.008695652173913044,0.004347826086956522,0.026086956521739132,20.0
2021-03-13,1.0,1.0,1.0,0.0,0.008695652173913044,0.004347826086956522,0.04782608695652174,0.034782608695652174,0.0,0.008695652173913044,0.004347826086956522,0.030434782608695653,32.0
