,id,lat,lon,total_litter
0,259749,52.651786111111,5.0866305555556,1.0
1,258133,52.651986111111,5.0864277777778,1.0
2,252846,52.651272222222,5.0867444444444,1.0
3,259527,52.651161111111,5.0868888888889,1.0
4,252847,52.651463888889,5.0873,1.0
5,256209,52.651386111111,5.0872722222222,1.0
6,252848,52.651291666667,5.0871388888889,1.0
7,254257,52.651433333333,5.0871527777778,1.0
8,253870,52.650702777778,5.0870277777778,1.0
9,253823,52.65075,5.0867555555556,1.0
10,253824,52.648297222222,5.0850722222222,1.0
11,253825,52.647861111111,5.08575,1.0
12,253826,52.651561111111,5.0850833333333,1.0
13,258134,52.651713888889,5.0849388888889,1.0
14,253262,52.651627777778,5.0850027777778,1.0
15,253263,52.651627777778,5.0850027777778,1.0
16,255733,52.651538888889,5.0846972222222,1.0
17,278549,52.651519444444,5.0848861111111,1.0
18,258135,52.651519444444,5.0848861111111,1.0
19,253827,52.651566666667,5.0849638888889,1.0
20,255281,52.651477777778,5.0846527777778,1.0
21,253264,52.651638888889,5.084975,1.0
22,253054,52.651627777778,5.0849722222222,1.0
23,253265,52.651611111111,5.0849722222222,1.0
24,253266,52.651702777778,5.0852972222222,1.0
25,253267,52.651597222222,5.0852527777778,1.0
26,253268,52.651519444444,5.0851388888889,1.0
27,257027,52.651938888889,5.0847944444444,1.0
28,257061,52.651702777778,5.0849944444444,1.0
29,253269,52.651591666667,5.0849194444444,1.0
30,253828,52.651538888889,5.0846638888889,1.0
31,253270,52.651538888889,5.0846638888889,1.0
32,253055,52.651538888889,5.0846638888889,1.0
33,253056,52.651680555556,5.0849083333333,1.0
34,255279,52.651680555556,5.0849083333333,1.0
35,252849,52.651569444444,5.0846194444444,1.0
36,252591,52.651505555556,5.0845527777778,1.0
37,252850,52.651488888889,5.0845333333333,1.0
38,253271,52.651488888889,5.0845333333333,1.0
39,253057,52.651488888889,5.0845333333333,1.0
40,255274,52.651447222222,5.084475,1.0
41,253058,52.651447222222,5.0844805555556,1.0
