,id,lat,lon,total_litter
0,257929,52.652316666667,5.0801194444444,1.0
1,256658,52.652411111111,5.0806277777778,1.0
2,253775,52.652613888889,5.0794,3.0
3,257936,52.653,5.0788916666667,1.0
4,257937,52.65285,5.0791388888889,1.0
5,252803,52.652897222222,5.0790416666667,1.0
6,252804,52.652805555556,5.0789472222222,1.0
7,268485,52.653666666667,5.0791638888889,1.0
8,256645,52.653722222222,5.0790777777778,1.0
9,256644,52.653722222222,5.0790777777778,1.0
10,268365,52.653738888889,5.0792416666667,1.0
11,268156,52.653555555556,5.0794166666667,1.0
12,253848,52.653877777778,5.07915,1.0
13,255176,52.653902777778,5.0792166666667,1.0
14,256646,52.653708333333,5.0783333333333,1.0
15,253804,52.653022222222,5.0765,1.0
16,253776,52.652275,5.0765166666667,3.0
17,257941,52.651786111111,5.0762666666667,1.0
18,255309,52.651661111111,5.0762055555556,1.0
19,252613,52.652230555556,5.0791472222222,1.0
