,id,lat,lon,total_litter
0,257265,52.654391666667,5.0825722222222,1.0
1,131613,52.654397222222,5.0824833333333,1.0
2,131002,52.654488888889,5.08275,2.0
3,255051,52.654488888889,5.08275,1.0
4,132312,52.65455,5.0828611111111,2.0
5,177337,52.654522222222,5.0828888888889,1.0
6,257284,52.654636111111,5.0827833333333,0.0
7,255052,52.6543,5.0828388888889,1.0
8,176796,52.654438888889,5.0829361111111,1.0
9,129750,52.654275,5.0836388888889,1.0
10,256860,52.654258333333,5.0836777777778,1.0
11,131119,52.653980555556,5.0837527777778,2.0
12,131120,52.653922222222,5.0838027777778,2.0
13,177338,52.654044444444,5.0837305555556,1.0
14,179635,52.653958333333,5.0838388888889,2.0
15,179636,52.653891666667,5.0839111111111,2.0
16,226824,52.653819444444,5.0837777777778,1.0
17,177339,52.653841666667,5.0838472222222,1.0
18,131263,52.653825,5.083975,2.0
19,178558,52.653825,5.083975,2.0
20,179491,52.653858333333,5.0838055555556,1.0
21,179492,52.653830555556,5.0838666666667,1.0
22,176346,52.653419444444,5.0836333333333,1.0
23,225825,52.654372222222,5.0826638888889,1.0
24,176273,52.654341666667,5.0830166666667,1.0
25,176274,52.654216666667,5.0831472222222,1.0
26,177375,52.653933333333,5.08305,1.0
27,129720,52.653636111111,5.0830416666667,1.0
28,177376,52.653972222222,5.0830055555556,1.0
29,177377,52.653766666667,5.0830888888889,1.0
30,177378,52.653766666667,5.0830888888889,1.0
31,259336,52.653702777778,5.0830805555556,1.0
32,177380,52.653758333333,5.083125,1.0
33,225828,52.653805555556,5.0831416666667,1.0
34,255460,52.653805555556,5.0831194444444,1.0
35,131174,52.653805555556,5.0831194444444,2.0
36,177381,52.653780555556,5.0828055555556,1.0
37,257853,52.653780555556,5.0828472222222,1.0
38,176531,52.653766666667,5.0828638888889,1.0
39,256603,52.653755555556,5.0828694444444,1.0
40,176820,52.653736111111,5.0828805555556,1.0
41,131616,52.653725,5.0828972222222,1.0
42,176532,52.653722222222,5.0829111111111,1.0
43,256630,52.653722222222,5.0829305555556,1.0
44,177382,52.653722222222,5.0829305555556,1.0
45,177383,52.653977777778,5.0828944444444,1.0
46,177384,52.653616666667,5.0830472222222,1.0
47,177385,52.653655555556,5.0830083333333,1.0
48,177386,52.653655555556,5.0830083333333,1.0
49,177387,52.653655555556,5.0830083333333,1.0
50,131010,52.653583333333,5.0830222222222,2.0
51,131011,52.653602777778,5.0834305555556,2.0
52,177389,52.653419444444,5.0834916666667,1.0
53,131012,52.653502777778,5.0839055555556,2.0
54,254216,52.653702777778,5.083875,1.0
55,254285,52.653702777778,5.083875,1.0
56,225830,52.653691666667,5.0839111111111,1.0
57,129521,52.653716666667,5.0840277777778,1.0
58,259337,52.653733333333,5.0840583333333,1.0
59,178753,52.653808333333,5.0840638888889,1.0
60,177390,52.653808333333,5.0841027777778,1.0
61,178754,52.653808333333,5.0841027777778,1.0
62,177391,52.654066666667,5.0838805555556,1.0
