,id,lat,lon,total_litter
0,259714,52.654080555556,5.0838166666667,1.0
1,173267,52.654094444444,5.0834416666667,1.0
2,225441,52.654255555556,5.0839111111111,1.0
3,163457,52.654255555556,5.0839111111111,1.0
4,259573,52.654322222222,5.0838194444444,2.0
5,163275,52.654322222222,5.0838194444444,2.0
6,163276,52.654322222222,5.0838194444444,2.0
7,162731,52.654322222222,5.0838194444444,1.0
8,167139,52.654311111111,5.0840583333333,2.0
9,163277,52.654341666667,5.0839611111111,2.0
10,226938,52.654341666667,5.0839611111111,1.0
11,163278,52.655055555556,5.0839361111111,2.0
12,162535,52.654227777778,5.0829666666667,1.0
13,173287,52.654288888889,5.0832166666667,1.0
14,163279,52.654144444444,5.0831111111111,2.0
15,162536,52.654280555556,5.0832805555556,1.0
16,172919,52.654263888889,5.082975,2.0
17,167140,52.654044444444,5.0837333333333,2.0
18,259802,52.653858333333,5.0838694444444,1.0
19,256807,52.653488888889,5.0842916666667,1.0
