,id_s,id_d,distance
0,257265.0,257265.0,0.0
1,257265.0,131613.0,0.0
2,257265.0,131002.0,0.0
3,257265.0,255051.0,0.0
4,257265.0,132312.0,0.0
5,257265.0,177337.0,0.0
6,257265.0,257284.0,0.0
7,257265.0,255052.0,0.0
8,257265.0,176796.0,0.0
9,257265.0,129750.0,0.07311045274759685
10,257265.0,256860.0,0.07603300590074585
11,257265.0,131119.0,0.09182104334368339
12,257265.0,131120.0,0.09805480045975887
13,257265.0,177338.0,0.08715254843943541
14,257265.0,179635.0,0.09809160898864293
15,257265.0,179636.0,0.1060543579662367
16,257265.0,226824.0,0.10325396376078713
17,257265.0,177339.0,0.10553113352145618
18,257265.0,131263.0,0.11368276254035148
19,257265.0,178558.0,0.11368276254035148
20,257265.0,179491.0,0.1021666943227394
21,257265.0,179492.0,0.10731632283037106
22,257265.0,176346.0,0.1296539208591985
23,257265.0,225825.0,0.0
24,257265.0,176273.0,0.0
25,257265.0,176274.0,0.0
26,257265.0,177375.0,0.060299308058488515
27,257265.0,129720.0,0.08978356750248671
28,257265.0,177376.0,0.05504263894548159
29,257265.0,177377.0,0.0777458927728829
30,257265.0,177378.0,0.0777458927728829
31,257265.0,259336.0,0.08392532344535912
32,257265.0,177380.0,0.0796855963622105
33,257265.0,225828.0,0.07564982142261305
34,257265.0,255460.0,0.07489985180619156
35,257265.0,131174.0,0.07489985180619156
36,257265.0,177381.0,0.06975150092356049
37,257265.0,257853.0,0.07043893594274901
38,257265.0,176531.0,0.07222804065512722
39,257265.0,256603.0,0.07351890435242821
40,257265.0,176820.0,0.07580358507757051
41,257265.0,131616.0,0.07730369093933082
42,257265.0,176532.0,0.07786979013398154
43,257265.0,256630.0,0.07826486620274584
44,257265.0,177382.0,0.07826486620274584
45,257265.0,177383.0,0.050896708336025435
46,257265.0,177384.0,0.09193984937740594
47,257265.0,177385.0,0.0869777090333837
48,257265.0,177386.0,0.0869777090333837
49,257265.0,177387.0,0.0869777090333837
50,257265.0,131010.0,0.09486980478005154
51,257265.0,131011.0,0.1051050435623391
52,257265.0,177389.0,0.12463342943649264
53,257265.0,131012.0,0.13363504090617703
54,257265.0,254216.0,0.11657681891198045
55,257265.0,254285.0,0.11657681891198045
56,257265.0,225830.0,0.11922670491024098
57,257265.0,129521.0,0.123585472330546
58,257265.0,259337.0,0.12412726174638741
59,257265.0,178753.0,0.11971383354906949
60,257265.0,177390.0,0.12192689872922591
61,257265.0,178754.0,0.12192689872922591
62,257265.0,177391.0,0.09536433110695888
63,131613.0,257265.0,0.0
64,131613.0,131613.0,0.0
65,131613.0,131002.0,0.0
66,131613.0,255051.0,0.0
67,131613.0,132312.0,0.0
68,131613.0,177337.0,0.0
69,131613.0,257284.0,0.0
70,131613.0,255052.0,0.0
71,131613.0,176796.0,0.0
72,131613.0,129750.0,0.07912208890462398
73,131613.0,256860.0,0.08203615764793987
74,131613.0,131119.0,0.09735939146911152
75,131613.0,131120.0,0.10349372255545386
76,131613.0,177338.0,0.09282542743447432
77,131613.0,179635.0,0.10364563861580038
78,131613.0,179636.0,0.11151484900031584
79,131613.0,226824.0,0.10840427907311054
80,131613.0,177339.0,0.11081536993953568
81,131613.0,131263.0,0.11904891721156924
82,131613.0,178558.0,0.11904891721156924
83,131613.0,179491.0,0.10744889818617234
84,131613.0,179492.0,0.11259340276015149
85,131613.0,176346.0,0.13356035025548035
86,131613.0,225825.0,0.0
87,131613.0,176273.0,0.0
88,131613.0,176274.0,0.0
89,131613.0,177375.0,0.06420104431938566
90,131613.0,129720.0,0.09263342535679357
91,131613.0,177376.0,0.05894205721328712
92,131613.0,177377.0,0.08114522040710254
93,131613.0,177378.0,0.08114522040710254
94,131613.0,259336.0,0.0870954644152396
95,131613.0,177380.0,0.0831881728699202
96,131613.0,225828.0,0.07937485013537583
97,131613.0,255460.0,0.07854606175876223
98,131613.0,131174.0,0.07854606175876223
99,131613.0,177381.0,0.07193261355410137
100,131613.0,257853.0,0.07283115058980065
101,131613.0,176531.0,0.0746660052182534
102,131613.0,256603.0,0.07595506663539889
103,131613.0,176820.0,0.0782431177701502
104,131613.0,131616.0,0.07979141975466807
105,131613.0,176532.0,0.080412253378722
106,131613.0,256630.0,0.08089217522684639
107,131613.0,177382.0,0.08089217522684639
108,131613.0,177383.0,0.05426149001881746
109,131613.0,177384.0,0.09476267066213531
110,131613.0,177385.0,0.08975160040227659
111,131613.0,177386.0,0.08975160040227659
112,131613.0,177387.0,0.08975160040227659
113,131613.0,131010.0,0.09752776556386565
114,131613.0,131011.0,0.10902331020413497
115,131613.0,177389.0,0.12824634885481395
116,131613.0,131012.0,0.1381857486701487
117,131613.0,254216.0,0.12155218693255823
118,131613.0,254285.0,0.12155218693255823
119,131613.0,225830.0,0.12421965749345454
120,131613.0,129521.0,0.12876265190277805
121,131613.0,259337.0,0.1293694500313992
122,131613.0,178753.0,0.12511781455530419
123,131613.0,177390.0,0.12736047660877636
124,131613.0,178754.0,0.12736047660877636
125,131613.0,177391.0,0.10116139668746664
126,131002.0,257265.0,0.0
127,131002.0,131613.0,0.0
128,131002.0,131002.0,0.0
129,131002.0,255051.0,0.0
130,131002.0,132312.0,0.0
131,131002.0,177337.0,0.0
132,131002.0,257284.0,0.0
133,131002.0,255052.0,0.0
134,131002.0,176796.0,0.0
135,131002.0,129750.0,0.06450328336100622
136,131002.0,256860.0,0.06762919851049491
137,131002.0,131119.0,0.08814917339051329
138,131002.0,131120.0,0.09493823326882911
139,131002.0,177338.0,0.08256568730898142
140,131002.0,179635.0,0.09420855321219179
141,131002.0,179636.0,0.102685193847812
142,131002.0,226824.0,0.10172237757057938
143,131002.0,177339.0,0.10323327268112008
144,131002.0,131263.0,0.11080346742830603
145,131002.0,178558.0,0.11080346742830603
146,131002.0,179491.0,0.0999282811080201
147,131002.0,179492.0,0.10503493187074164
148,131002.0,176346.0,0.1330095466858967
149,131002.0,225825.0,0.0
150,131002.0,176273.0,0.0
151,131002.0,176274.0,0.0
152,131002.0,177375.0,0.06500503842383658
153,131002.0,129720.0,0.09684415333039582
154,131002.0,177376.0,0.05998121946550508
155,131002.0,177377.0,0.08349761831645862
156,131002.0,177378.0,0.08349761831645862
157,131002.0,259336.0,0.09021069344571377
158,131002.0,177380.0,0.0850813561258118
159,131002.0,225828.0,0.08044529433384844
160,131002.0,255460.0,0.07996554617589502
161,131002.0,131174.0,0.07996554617589502
162,131002.0,177381.0,0.07885227978414593
163,131002.0,257853.0,0.07903572717221104
164,131002.0,176531.0,0.0806741626091175
165,131002.0,256603.0,0.08194013218718982
166,131002.0,176820.0,0.08416716599336957
167,131002.0,131616.0,0.08551923076948925
168,131002.0,176532.0,0.0859394635035196
169,131002.0,256630.0,0.08611515232567664
170,131002.0,177382.0,0.08611515232567664
171,131002.0,177383.0,0.05766217383934589
172,131002.0,177384.0,0.09903735070210021
173,131002.0,177385.0,0.094286805526319
174,131002.0,177386.0,0.094286805526319
175,131002.0,177387.0,0.094286805526319
176,131002.0,131010.0,0.10235391778192743
177,131002.0,131011.0,0.10870034942389833
178,131002.0,177389.0,0.12901194572914626
179,131002.0,131012.0,0.13453242910639654
180,131002.0,254216.0,0.1157558275361026
181,131002.0,254285.0,0.1157558275361026
182,131002.0,225830.0,0.11829013389322107
183,131002.0,129521.0,0.12166375722302128
184,131002.0,259337.0,0.12184734738573931
185,131002.0,178753.0,0.11653885007646818
186,131002.0,177390.0,0.1185460057963005
187,131002.0,178754.0,0.1185460057963005
188,131002.0,177391.0,0.08955326544944545
189,255051.0,257265.0,0.0
190,255051.0,131613.0,0.0
191,255051.0,131002.0,0.0
192,255051.0,255051.0,0.0
193,255051.0,132312.0,0.0
194,255051.0,177337.0,0.0
195,255051.0,257284.0,0.0
196,255051.0,255052.0,0.0
197,255051.0,176796.0,0.0
198,255051.0,129750.0,0.06450328336100622
199,255051.0,256860.0,0.06762919851049491
200,255051.0,131119.0,0.08814917339051329
201,255051.0,131120.0,0.09493823326882911
202,255051.0,177338.0,0.08256568730898142
203,255051.0,179635.0,0.09420855321219179
204,255051.0,179636.0,0.102685193847812
205,255051.0,226824.0,0.10172237757057938
206,255051.0,177339.0,0.10323327268112008
207,255051.0,131263.0,0.11080346742830603
208,255051.0,178558.0,0.11080346742830603
209,255051.0,179491.0,0.0999282811080201
210,255051.0,179492.0,0.10503493187074164
211,255051.0,176346.0,0.1330095466858967
212,255051.0,225825.0,0.0
213,255051.0,176273.0,0.0
214,255051.0,176274.0,0.0
215,255051.0,177375.0,0.06500503842383658
216,255051.0,129720.0,0.09684415333039582
217,255051.0,177376.0,0.05998121946550508
218,255051.0,177377.0,0.08349761831645862
219,255051.0,177378.0,0.08349761831645862
220,255051.0,259336.0,0.09021069344571377
221,255051.0,177380.0,0.0850813561258118
222,255051.0,225828.0,0.08044529433384844
223,255051.0,255460.0,0.07996554617589502
224,255051.0,131174.0,0.07996554617589502
225,255051.0,177381.0,0.07885227978414593
226,255051.0,257853.0,0.07903572717221104
227,255051.0,176531.0,0.0806741626091175
228,255051.0,256603.0,0.08194013218718982
229,255051.0,176820.0,0.08416716599336957
230,255051.0,131616.0,0.08551923076948925
231,255051.0,176532.0,0.0859394635035196
232,255051.0,256630.0,0.08611515232567664
233,255051.0,177382.0,0.08611515232567664
234,255051.0,177383.0,0.05766217383934589
235,255051.0,177384.0,0.09903735070210021
236,255051.0,177385.0,0.094286805526319
237,255051.0,177386.0,0.094286805526319
238,255051.0,177387.0,0.094286805526319
239,255051.0,131010.0,0.10235391778192743
240,255051.0,131011.0,0.10870034942389833
241,255051.0,177389.0,0.12901194572914626
242,255051.0,131012.0,0.13453242910639654
243,255051.0,254216.0,0.1157558275361026
244,255051.0,254285.0,0.1157558275361026
245,255051.0,225830.0,0.11829013389322107
246,255051.0,129521.0,0.12166375722302128
247,255051.0,259337.0,0.12184734738573931
248,255051.0,178753.0,0.11653885007646818
249,255051.0,177390.0,0.1185460057963005
250,255051.0,178754.0,0.1185460057963005
251,255051.0,177391.0,0.08955326544944545
252,132312.0,257265.0,0.0
253,132312.0,131613.0,0.0
254,132312.0,131002.0,0.0
255,132312.0,255051.0,0.0
256,132312.0,132312.0,0.0
257,132312.0,177337.0,0.0
258,132312.0,257284.0,0.0
259,132312.0,255052.0,0.0
260,132312.0,176796.0,0.0
261,132312.0,129750.0,0.06072470602707166
262,132312.0,256860.0,0.06392487916472678
263,132312.0,131119.0,0.08733210271468803
