,id_s,id_d,distance
0,227093.0,227093.0,0.0
1,227093.0,255503.0,0.0
2,227093.0,176201.0,0.0
3,227093.0,173272.0,0.0
4,227093.0,178666.0,0.08981344821648395
5,227093.0,256804.0,0.08609761767263384
6,227093.0,257025.0,0.08656289928178527
7,227093.0,178667.0,0.0903298318955522
8,227093.0,254993.0,0.1720934963827907
9,227093.0,167113.0,0.10989077507367902
10,227093.0,167114.0,0.0727056264046501
11,227093.0,167115.0,0.09386196601631562
12,227093.0,163338.0,0.10942371448069156
13,227093.0,163339.0,0.09955834992410079
14,227093.0,172891.0,0.08984855622821754
15,227093.0,257308.0,0.08984855622821754
16,227093.0,163606.0,0.08984855622821754
17,227093.0,257309.0,0.08984855622821754
18,227093.0,163607.0,0.15999499647448362
19,227093.0,162921.0,0.05119437817016827
20,227093.0,162922.0,0.05119437817016827
21,227093.0,254151.0,0.07492071759160886
22,227093.0,162923.0,0.07492071759160886
23,227093.0,162924.0,0.07950855876679296
24,227093.0,254168.0,0.08478389581103041
25,227093.0,172892.0,0.07377225235608935
26,227093.0,228339.0,0.07377225235608935
27,227093.0,163340.0,0.07554501576188319
28,227093.0,172893.0,0.07323440093434289
29,227093.0,228340.0,0.07525135429786295
30,227093.0,258789.0,0.2292143067848544
31,227093.0,162597.0,0.21174558812261868
32,227093.0,163609.0,0.21580246233639827
33,227093.0,259698.0,0.2125475120722158
34,227093.0,163610.0,0.2125475120722158
35,227093.0,163611.0,0.21338437583593164
36,227093.0,225610.0,0.19523068822945921
37,255503.0,227093.0,0.0
38,255503.0,255503.0,0.0
39,255503.0,176201.0,0.0
40,255503.0,173272.0,0.0
41,255503.0,178666.0,0.08981344821648395
42,255503.0,256804.0,0.08609761767263384
43,255503.0,257025.0,0.08656289928178527
44,255503.0,178667.0,0.0903298318955522
45,255503.0,254993.0,0.1720934963827907
46,255503.0,167113.0,0.10989077507367902
47,255503.0,167114.0,0.0727056264046501
48,255503.0,167115.0,0.09386196601631562
49,255503.0,163338.0,0.10942371448069156
50,255503.0,163339.0,0.09955834992410079
51,255503.0,172891.0,0.08984855622821754
52,255503.0,257308.0,0.08984855622821754
53,255503.0,163606.0,0.08984855622821754
54,255503.0,257309.0,0.08984855622821754
55,255503.0,163607.0,0.15999499647448362
56,255503.0,162921.0,0.05119437817016827
57,255503.0,162922.0,0.05119437817016827
58,255503.0,254151.0,0.07492071759160886
59,255503.0,162923.0,0.07492071759160886
60,255503.0,162924.0,0.07950855876679296
61,255503.0,254168.0,0.08478389581103041
62,255503.0,172892.0,0.07377225235608935
63,255503.0,228339.0,0.07377225235608935
64,255503.0,163340.0,0.07554501576188319
65,255503.0,172893.0,0.07323440093434289
66,255503.0,228340.0,0.07525135429786295
67,255503.0,258789.0,0.2292143067848544
68,255503.0,162597.0,0.21174558812261868
69,255503.0,163609.0,0.21580246233639827
70,255503.0,259698.0,0.2125475120722158
71,255503.0,163610.0,0.2125475120722158
72,255503.0,163611.0,0.21338437583593164
73,255503.0,225610.0,0.19523068822945921
74,176201.0,227093.0,0.0
75,176201.0,255503.0,0.0
76,176201.0,176201.0,0.0
77,176201.0,173272.0,0.0
78,176201.0,178666.0,0.10830075933162732
79,176201.0,256804.0,0.10317654287417519
80,176201.0,257025.0,0.10378357421627603
81,176201.0,178667.0,0.10677798019182301
82,176201.0,254993.0,0.18985712252611295
83,176201.0,167113.0,0.10280784553484301
